date,type,source,author,region,district,location1,location2,type,label,description,text
42125,conventional,UNDAC team (United Nations Disaster Assessment and Coordination),UN/Sitrep8,western,gorkha,NA,NA,need,shelter,tents and blankets,"""In Gorkha, the UNDAC team has found that there is a dire need for shelter, particularly tents and blankets."""
42125,conventional,NA,UN/Sitrep8,western,gorkha,NA,NA,observation,transport,access to remote villages is difficult - no landing zones,"""Access to some remote villages remains a key challenge as many landing zones are unsafe due to debris, altitude and current weather conditions."""
42125,conventional,NA,UN/Sitrep8,western,gorkha,NA,NA,observation,transport,road access is limited,"""Road access is limited."""
42125,conventional,NA,UN/Sitrep8,western,gorkha,NA,NA,observation,damage,damage to housing greatest in these areas,"""Many people continue to sleep in the open due to fear of aftershock and many more have lost their homes in the earthquake, particularly in Gorkha and Nuwakot."""
42125,conventional,NA,UN/Sitrep8,western,gorkha,NA,NA,observation,general assessment,difficult to access,"""Access to Rasuwa and Gorkha districts continues to be a challenge."""
42125,conventional,NA,UN/Sitrep8,central,kathmandu,sankhu,shankarpur municipality,observation,damage,high level of destruction,"""Assessments in Shankarpur municipality in Sankhu revealed a high level of destruction with internally displaced people (IDPs) scattered around the town and sharing communal tents with up to 100 people per tent."""
42125,conventional,NA,UN/Sitrep8,central,kathmandu,NA,camps,observation,population behavior,sexual/gender-based violence observed,"""Sexual and gender-based violence cases in the Kathmandu camps have been received by the Central Child Welfare Board."""
42125,conventional,NA,UN/Sitrep8,central,makwanpur,NA,NA,observation,general assessment,added to list of most affected districts,"""Following initial assessments, the Government has extended the most affected area to include Makawanpur and Sindhuli districts"""
42125,conventional,NA,UN/Sitrep8,central,makwanpur,NA,NA,observation,general assessment,sudden increase in number of injured; new priority district for health assistance,"""The Government has prioritized two new districts (Makawanpur and Sindhuli) for urgent health assistance, given the sudden increase in the numbers of injured."""
42125,conventional,government,UN/Sitrep8,NA,NA,NA,NA,observation,population behavior,looting of relief goods,"""In some of the most affected areas, there have been unconfirmed reports of looting of relief goods."""
42125,conventional,government,UN/Sitrep8,NA,NA,NA,NA,observation,casualties,"6,250 people have died and 14,357 are injured","""On 1 May, the NEOC confirmed that 6,250 people have died and 14,357 people have been injured by the impact of the earthquake"""
42125,conventional,government,UN/Sitrep8,NA,NA,NA,NA,observation,damage,"138,182 houses destroyed","""A total of 138,182 houses have been destroyed and 122,694 houses have been damaged."""
42125,conventional,government,UN/Sitrep8,NA,NA,NA,NA,observation,damage,"122,694 houses damaged","""A total of 138,182 houses have been destroyed and 122,694 houses have been damaged."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,observation,population behavior,many internally displaced people,"""Assessments in Shankarpur municipality in Sankhu revealed a high level of destruction with internally displaced people (IDPs) scattered around the town and sharing communal tents with up to 100 people per tent."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,need,transport,restoring community infrastructure,"""Restoring community infrastructure to deliver public services is essential."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,need,general assessment,monitoring efforts at local level must be strengthened,"""Monitoring and accountability mechanisms of district, village and municipal monitoring supervision committees need to be strengthened."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,observation,general assessment,access to anything beyond kathmandu valley is challenging,"""Access to districts beyond the Kathmandu Valley continues to be a major challenge."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,observation,communication,communication services can still not be established,"""Due to delays and re-routing of commercial and charter flights, carrying responders and telecommunication equipment, stabilizing communication services still cannot be established."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,need,transport,logistics support needs to be set up ,"""Set up in-country logistics support, including facilitation of air and road transportation, fuel and storage."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,need,nutrition,"blanket supplementary feeding is needed for 200,000 children, pregnant/lactating women","""Blanket supplementary feeding is needed for 200,000 children and pregnant and lactating women."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,observation,general assessment,unequal distribution of assistance,"""Reports of unequal distribution of assistance have been received by humanitarian partners."""
42125,conventional,NA,UN/Sitrep8,NA,NA,NA,NA,need,sanitation,sanitary pads and clothing for women,"""There is a lack of sanitary pads and clothing for women across the affected districts."""
42125,conventional,government,UN/Sitrep8,NA,NA,NA,NA,observation,damage,"160,786 destroyed houses","""The current government figures stand as 160,786 destroyed houses."""
42125,conventional,government,UN/Sitrep8,NA,NA,NA,NA,observation,damage,"estimation: up to 500,000 houses destroyed","""It is estimated that the number of destroyed houses could be as high as 500,000."""
42125,conventional,NA,UN/Sitrep8,central,nuwakot,NA,NA,observation,damage,damage to housing greatest in these areas,NA
42125,conventional,NA,UN/Sitrep8,central,nuwakot,NA,NA,observation,damage,"over 30,000 houses have been damaged","""In Nuwakot district alone, similar in size to Hong Kong, over 30,000 houses have been damaged."""
42125,conventional,NA,UN/Sitrep8,central,ramechhap,NA,district hospital,observation,medical,hospital not functional,"""Four district hospitals in Ramechhap, Trisuli, Chautara and Rasuwa are not functional, due to destroyed infrastructure and limited Out Patient Department (OPD) capacity."""
42125,conventional,NA,UN/Sitrep8,central,ramechhap,NA,district hospital,need,medical,body bags,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
42125,conventional,NA,UN/Sitrep8,central,ramechhap,NA,district hospital,need,medical,tents and mattresses for temporary hospitals,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
42125,conventional,NA,UN/Sitrep8,central,rasuwa,NA,NA,observation,general assessment,difficult to access,"""Access to Rasuwa and Gorkha districts continues to be a challenge."""
42125,conventional,NA,UN/Sitrep8,central,rasuwa,NA,district hospital,observation,medical,hospital not functional,"""Four district hospitals in Ramechhap, Trisuli, Chautara and Rasuwa are not functional, due to destroyed infrastructure and limited Out Patient Department (OPD) capacity."""
42125,conventional,NA,UN/Sitrep8,central,rasuwa,NA,district hospital,need,medical,body bags,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
42125,conventional,NA,UN/Sitrep8,central,rasuwa,NA,district hospital,need,medical,tents and mattresses for temporary hospitals,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
42125,conventional,NA,UN/Sitrep8,central,sindhuli,NA,NA,observation,general assessment,added to list of most affected districts,"""Following initial assessments, the Government has extended the most affected area to include Makawanpur and Sindhuli districts"""
42125,conventional,NA,UN/Sitrep8,central,sindhuli,NA,NA,observation,general assessment,sudden increase in number of injured; new priority district for health assistance,"""The Government has prioritized two new districts (Makawanpur and Sindhuli) for urgent health assistance, given the sudden increase in the numbers of injured."""
42125,conventional,NA,UN/Sitrep8,central,sindhupalchok,chautara,district hospital,observation,medical,hospital not functional,"""Four district hospitals in Ramechhap, Trisuli, Chautara and Rasuwa are not functional, due to destroyed infrastructure and limited Out Patient Department (OPD) capacity."""
42125,conventional,NA,UN/Sitrep8,central,sindhupalchok,chautara,district hospital,need,medical,body bags,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
42125,conventional,NA,UN/Sitrep8,central,sindhupalchok,chautara,district hospital,need,medical,tents and mattresses for temporary hospitals,"""Health supplies, including body bags, tents for temporary hospitals and mattresses, remain limited."""
42126,conventional,NA,UN/Sitrep9,central,bagmati,langtang,NA,need,medical,mental health,"""Assessments indicate mental health and general health services are needed in Langtang Valley and Rasuwa District."""
42126,conventional,NA,UN/Sitrep9,central,dhading,NA,NA,observation,damage,over 80% of houses destroyed,"""Across large parts of Dhading, Dolakha, Rasuwa and Nuwakot, more than 80 per cent of houses has been flattened."""
42126,conventional,food security cluster,UN/Sitrep9,central,dhading,NA,NA,observation,population behavior,relief trucks have been stopped,"""According to the Food Security Cluster, relief trucks have been stopped and diverted by communities in Dhading District and Sankhu Village Development Committee (VDC) in Kathmandu District."""
