date,source,author,region,district,location1,location2,type,label,description,text
04-May,NA,UN/Sitrep10,central,sindhupalchok,melamchi,NA,observation,damage,municipal government buildings damaged,"""The main building of the District Development Committees (DDC) in Dolakha and Sindhupalchowk and five municipal government buildings in Bhaktapur, Ramecchap, Manthali, Chautara and Melamchi are damaged."""
04-May,NA,UN/Sitrep10,central,sindhupalchok,NA,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
04-May,NA,UN/Sitrep10,central,sindhupalchok,chautara,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
04-May,NA,UN/Sitrep10,central,sindhupalchok,melamchi,NA,need,general assessment,office space to facilitate delivery of public services,"""Alternative office space is needed to facilitate delivery of public services."""
04-May,NA,UN/Sitrep10,central,sindhupalchok,NA,NA,observation,population behavior,truck carrying food supplies stopped on 3 May,"""On 3 May, it has been reported that a truck carrying food supplies was stopped by locals in the Sindhupalchowk district."""
04-May,NA,UN/Sitrep10,central,sindhupalchok,chautara,NA,need,medical,support from foreign medical teams for field hospitals,"""Support from foreign medical teams is needed to establish field hospitals in the VDCs of Bidur, Chautara, Dhunche and Ramechhap as the four district hospitals in these locations have been destroyed."""
06-May,NA,UN/Sitrep11,central,sindhupalchok,NA,NA,observation,damage,district with highest rate of destruction,"""based on Government data, the highest rates of destruction and damage to housing are reported in"""
06-May,NA,UN/Sitrep11,central,sindhupalchok,NA,NA,observation,damage,damage increases with altitude,"""In Sindhupalchowk, the level of damage is said to significantly increase with altitude."""
08-May,NA,UN/Sitrep12,central,sindhupalchok,NA,NA,need,sanitation,lack of WASH partners,"""There is a lack of WASH partners in Sindhupalchowk and Gorkha districts."""
11-May,NA,UN/Sitrep13,central,sindhupalchok,NA,NA,need,transport,difficulty accessing remote/mountainous areas; difficulty accessing these,"""Humanitarian hubs in Gorkha and Sindhupalchowk districts report that there are still urgent needs in remote and mountainous areas where access remains difficult and continues to impede the delivery of humanitarian assistance."""
11-May,NA,UN/Sitrep13,central,sindhupalchok,chautara,NA,observation,general assessment,rain and hail cause flooding,"""Heavy rain and hail on 10 May caused significant flooding in the Chautara area affecting people without homes now living in temporary shelters."""
11-May,NA,UN/Sitrep13,central,sindhupalchok,NA,NA,observation,general assessment,people near highways have received more aid than those in remote areas,"""indicated that people residing near the highway have received more relief materials than those in the remote areas."""
11-May,NA,UN/Sitrep13,central,sindhupalchok,NA,NA,observation,general assessment,districts needs help but has received little,"""Gap analysis of the number of distributions compared against number of homes damaged/destroys shows that Sindhupalchowk, Kavre and Nuwakot have the greatest needs."""
13-May,NA,UN/Sitrep14,central,sindhupalchok,NA,NA,observation,shocks,5.6 magnitude tremor,"""Powerful aftershocks continued for hours, including 5.6 and 6.3 magnitude tremors with epicentres in Sindhupalchowk and Ramechhap districts."""
13-May,government,UN/Sitrep14,central,sindhupalchok,NA,NA,observation,general assessment,district affected by new earthquake,"""According to the Government, a total of 32 districts were affected including those still recovering from the 25 April earthquake such as"""
13-May,NA,UN/Sitrep14,central,sindhupalchok,chautara,humanitarian hub,observation,damage,at least 20 buildings collapsed,"""Within the vicinity of the Chautara humanitarian hub, at least 20 buildings collapsed."""
13-May,NA,UN/Sitrep14,central,sindhupalchok,chautara,humanitarian hub,observation,population behavior,"influx of people after shocks/heavy rain""","""Heavy rain and aftershocks caused an influx of people to the Chautara humanitarian hub."""
13-May,NA,UN/Sitrep14,central,sindhupalchok,hagam,NA,observation,transport,inaccessible,"""Hagam and Bahrabise VDCs in Sindhupalchowk are also reported to be inaccessible."""
13-May,NA,UN/Sitrep14,central,sindhupalchok,bahrabise,NA,observation,transport,inaccessible,"""Hagam and Bahrabise VDCs in Sindhupalchowk are also reported to be inaccessible."""
13-May,NA,UN/Sitrep14,central,sindhupalchok,sunkoshi,dam,observation,damage,fear that rain will damage dam,"""The weather disturbance may cause additional landslide and damage dams including at Sunkoshi in Sindhupalchowk."""
13-May,NA,UN/Sitrep14,central,sindhupalchok,NA,NA,need,communication,tents for radio stations,"""The 12 May earthquake severely damaged radio equipment and buildings in Dhading, Dolakha and Sindhupalchowk districts. There is an urgent need for tents, generator and fuel supply to ensure that radio stations continue broadcasting and collecting information from affected communities."""
13-May,NA,UN/Sitrep14,central,sindhupalchok,NA,NA,need,communication,generators for radio station,"""The 12 May earthquake severely damaged radio equipment and buildings in Dhading, Dolakha and Sindhupalchowk districts. There is an urgent need for tents, generator and fuel supply to ensure that radio stations continue broadcasting and collecting information from affected communities."""
13-May,NA,UN/Sitrep14,central,sindhupalchok,NA,NA,need,communication,fuel supply for radio station,"""The 12 May earthquake severely damaged radio equipment and buildings in Dhading, Dolakha and Sindhupalchowk districts. There is an urgent need for tents, generator and fuel supply to ensure that radio stations continue broadcasting and collecting information from affected communities."""
13-May,NA,UN/Sitrep14,central,sindhupalchok,chautara,NA,need,damage,clearing up debris from 2nd quake,"""This has further increase the amount of debris which needs to be cleared."""
13-May,NA,UN/Sitrep14,central,sindhupalchok,irkhu,NA,observation,general assessment,landslides,"""Many landslides have been reported in Irkhu VDC (Sindhupalchowk)."""
13-May,NA,UN/Sitrep14,central,sindhupalchok,NA,NA,observation,children,more educational infrastructure destroyed,"""The earthquake on 12 May destroyed additional educational infrastructure in Sindhupalchowk, Dolakha and Ramechhap districts."""
15-May,NA,UN/Sitrep15,central,sindhupalchok,kattike village,NA,observation,transport,landslide blocks roads,"""Another massive landslide approximately 800 metres south of Kattike Village Development Committee (VDC) blocked roads in central Sindhupalchowk."""
15-May,NA,UN/Sitrep15,central,sindhupalchok,chautara,tudikhel,need,shelter,people want to return home but require shelter,"""Most families displaced by the 25 April earthquake who fled to Tudikel site, near Chautara humanitarian hub, would like to return to their homes, land and areas of residence. However, as most of these families reported that their houses were either destroyed or damaged, temporary shelter is a prerequisite for their return."
15-May,NA,UN/Sitrep15,central,sindhupalchok,chautara,tudikhel,need,sanitation,waste management and drainage,"""Sustainable waste management and drainage, as well as water supply are required in the Tudikel site to ensure appropriate hygiene and saniation for new arrivals and current occupants."""
15-May,NA,UN/Sitrep15,central,sindhupalchok,chautara,tudikhel,need,sanitation,water supply,"""Sustainable waste management and drainage, as well as water supply are required in the Tudikel site to ensure appropriate hygiene and saniation for new arrivals and current occupants."""
15-May,NA,UN/Sitrep15,central,sindhupalchok,NA,NA,observation,damage,22 municipality buildings completely damaged,"""22 municipality buildings (including ward offices) are completely damaged in Sindhupalchowk."""
15-May,NA,UN/Sitrep15,central,sindhupalchok,NA,NA,observation,damage,"assessment teams cannot access remote VDCs (aftershocks, landslides)","""are unable to reach remote VDCs due to the risk of aftershocks, landslides and further building collapse."""
17-May,NA,UN/Sitrep16,central,sindhupalchok,chautara,NA,observation,population behavior,protests due to unequal distribution of aid,"""On 17 May, protests were held in Chautara reportedly due to unequal distribution of aid."""
18-May,NA,UN/Sitrep16,central,sindhupalchok,NA,NA,observation,nutrition,not possible to plant rice anymore - focus now on vegetable seeds/keeping livestock alive,"""As the 7-day window and availability of rice seeds are closing for six disricts. The focus is shiting to procurement of vegetable seeds, millet and tarpaulins to keep current livestock alive before the onset of the monsoon rains."""
21-May,NA,UN/Sitrep17,central,sindhupalchok,chautara,NA,observation,shelter,60-70% of people with damaged houses are rebuilding,"""Authorities and humanitarian partner report that 60 to 70 per cent of people with damaged houses in Chautara are already building makeshift shelters in which they might need to remain for up to two years."""
21-May,NA,UN/Sitrep17,central,sindhupalchok,NA,NA,need,damage,debris management,"""Debris management remains a pressing need in Charikot (Dolakha), Gorkha and Sindhupalchowk districts."""
21-May,NA,UN/Sitrep17,central,sindhupalchok,chautara,market,need,damage,priority for debris management,"""The Chautara (Sindhupalchowk) market is priority for debris clearance and demolition."""
21-May,NA,UN/Sitrep17,central,sindhupalchok,NA,NA,need,nutrition,"286,000 households across 6 districts need livelihood support for agricultural inputs","""Approximately 286,000 households in six districts need immediate livelhood support for agricultural inputs."""
21-May,NA,UN/Sitrep17,central,sindhupalchok,NA,NA,need,sanitation,80-90 per cent of population in need of WASH assistance,"""Preliminary results from assessments in Sindhupalchowk reveal that between 80 to 90 per cent of the population are in need of WASH assistance."""
29-May,NA,UN/Sitrep19,central,sindhupalchok,NA,NA,observation,general assessment,among the most affected districts,"""The most affected districts are Sindhupalchowk, Rasuwa, Bhaktapur and Bhelukhel."""
29-May,NA,UN/Sitrep19,central,sindhupalchok,NA,NA,observation,nutrition,"236,000 farmers in these areas - 50% have lost 75% of rice seeds","""there is a high loss of seeds in these districts with half the farmers having lost over 75% of their rice seeds"""
29-May,NA,UN/Sitrep19,central,sindhupalchok,NA,NA,observation,nutrition,"out of 35% of farmers using irrigation, 70% report damage to irrigation","""Out of the 35% of farmers using irrigation, 70% reported substantial to severe damages on irrigation"""
02-Jun,NA,UN/Sitrep20,central,sindhupalchok,NA,NA,observation,general assessment,helicopter delivering aid crashed,"""On 2 June, a helicopter delivering humanitarian relief and carrying four medical aid workers crashed in Sindhupalchowk district."""
